,IP Index_fred,NFP T Index_fred,PCE CUR$ Index_fred,PIDSPINX Index_fred,USAWTOT Index_fred,INJCJC Index_fred,CAPE_fred,T10Y2Y_fred,TED_fred,moody_spread_fred,T10YIE_fred,VIX_fred
1950-01-31,0.01742423418286121,-0.0011482639512632176,,,,,0.7764172829843773,,,,,
1950-02-28,0.003831953473104832,-0.006339128911987402,,,,,0.8831367518584993,,,,,
1950-03-31,0.03198859531522258,0.01519248957120567,,,,,0.9940028708932119,,,,,
1950-04-30,0.03278760592378971,0.009542987204001818,,,,,1.300291289311623,,,,,
1950-05-31,0.02303017738988089,0.007237938449398129,,,,,2.1262767923595294,,,,,
1950-06-30,0.02933862249914121,0.008918875594577713,,,,,1.671647399869106,,,,,
1950-07-31,0.031803132469580664,0.008531946897601728,,,,,0.6155098902656218,,,,,
1950-08-31,0.030822791083049417,0.014334970030144945,,,,,1.009204809901569,,,,,
1950-09-30,-0.006411155207761254,0.004761810690357748,,,,,0.9899462567194327,,,,,
1950-10-31,0.006411155207761254,0.005577043126471892,,,,,1.1983417831526162,,,,,
1950-11-30,-0.0015959706620192193,0.002680535567396447,,,,,0.8326448630369939,,,,,
1950-12-31,0.017446306761759622,0.00245976275029669,,,,,0.46165032322143174,,,,,
1951-01-31,0.003134323967899366,-0.0009404121407765587,,,,,0.7896236388409498,,,,,
1951-02-28,0.006250890140742538,0.004906048534124352,,,,,0.971145325330665,,,,,
1951-03-31,0.004665535180163882,0.0033563494067667676,,,,,0.5214287429900579,,,,,
1951-04-30,0.0015465239358434246,0.0027319817494202425,,,,,0.3806233371902385,,,,,
1951-05-31,-0.0031012058559518607,-0.00016920831699174244,,,,,0.2407814236525141,,,,,
1951-06-30,-0.004667021698105511,0.0035684536225080166,,,,,0.886820075550448,,,,,
1951-07-31,-0.015725750540799943,0.0005689301106936995,,,,,0.5898012488590141,,,,,
1951-08-31,-0.009549601891551518,-4.213187276747021e-05,,,,,0.7091421109859911,,,,,
1951-09-30,0.0063745565909334445,-0.001201505187701457,,,,,0.5886627853517012,,,,,
1951-10-31,-0.001588356326436724,0.002317400493566879,,,,,0.5872061737855331,,,,,
1951-11-30,0.007928397912674523,0.002249057710434599,,,,,0.4240052495737375,,,,,
1951-12-31,0.006300098566377255,0.0014895784730395434,,,,,0.18900699699157883,,,,,
1952-01-31,0.010927677386908474,0.00029345798521163147,,,,,0.2874543934238603,,,,,
1952-02-29,0.006192823960074811,0.0037027394430531047,,,,,0.3907438415789575,,,,,
1952-03-31,0.0030820894530050325,0.0006470938407474591,,,,,0.3066743059275012,,,,,
1952-04-30,-0.009274913413079844,-0.0008559231444333903,,,,,0.2867080319509158,,,,,
1952-05-31,-0.009355926657301783,0.0015443051610404268,,,,,0.4428018210495049,,,,,
1952-06-30,-0.009450159306757744,-0.006128636478742067,,,,,0.5028858607934178,,,,,
1952-07-31,-0.01595147271213948,-0.0027312662733933735,,,,,0.29904603477256847,,,,,
1952-08-31,0.06232814896357031,0.016856206847558397,,,,,0.17371692452769433,,,,,
1952-09-30,0.03561136901411732,0.007953393252991603,,,,,0.08819059387506943,,,,,
1952-10-31,0.010151060012687285,0.007340720616156204,,,,,0.21230777613471555,,,,,
1952-11-30,0.020003370761614736,0.004877562764193044,,,,,0.23633263550352526,,,,,
1952-12-31,0.005637297413365161,0.0039455764676628036,,,,,0.2856765806889912,,,,,
1953-01-31,0.0028093785987497455,6.057974820805612e-05,,,,,0.4659349135897192,,,,,
1953-02-28,0.005595189666749878,0.002500757580365942,,,,,0.3605115161811662,,,,,
1953-03-31,0.008334519815852648,0.0018915770118770325,,,,,0.4279718322124088,,,,,
1953-04-30,0.004138798896645479,0.00020102118831033522,,,,,-0.029855229101727332,,,,,
1953-05-31,0.005495275567446445,0.0014260896434343806,,,,,-0.22922579344876484,,,,,
1953-06-30,-0.004116070690172169,0.002085255597810587,,,,,-0.7864476628116583,,,,,
1953-07-31,0.012302774237571867,0.00046057572779112377,,,,,-0.6924791674446514,,,,,
1953-08-31,-0.005450348703218477,-0.001302174815638324,,,,,-0.5346920124886639,,,,,
1953-09-30,-0.020704949124125793,-0.0028305598711551028,,,,,-0.7739953496074642,,,,,
1953-10-31,-0.008404568265499623,-0.0005630517553090186,,,,,-0.8235452930259473,,,,,
1953-11-30,-0.02419583640704337,-0.006052676603889751,,,,,-0.9554795498224932,,,,,
1953-12-31,-0.024801303686972975,-0.006476456741349779,,,,,-0.9260459266749627,,,,,
1954-01-31,-0.007416692869726571,-0.006334178633041532,,,,,-0.6292279001952071,,,,,
1954-02-28,0.002972180066486363,-0.0034495537471119775,,,,,-0.44283840803723523,,,,,
1954-03-31,-0.005953220327957531,-0.003461494369867424,,,,,0.19232909061192724,,,,,
1954-04-30,-0.005988873517451587,-0.0037842409997690396,,,,,0.5590583566108975,,,,,
1954-05-31,0.005988873517451587,-0.0017418355881364533,,,,,1.2344352816659536,,,,,
1954-06-30,0.0029810402614711684,-0.0002698411067409978,,,,,1.1673811592575614,,,,,
1954-07-31,0.0014899513831654332,-0.002535909401155223,,,,,1.5049396502527286,,,,,
1954-08-31,-0.0014899513831654332,-0.00039551610161936424,,,,,2.1033469463502454,,,,,
1954-09-30,0.0014899513831654332,-0.00018740434624753277,,,,,2.10646169237261,,,,,
1954-10-31,0.011818563565164197,0.0022673152439409705,,,,,2.0722092001667343,,,,,
1954-11-30,0.01602309034886984,0.005325609644547313,,,,,2.292410274192899,,,,,
1954-12-31,0.012921005736854507,-0.00012401049971444422,,,,,2.495183440723184,,,,,
1955-01-31,0.022565790195188562,0.0003719853728654243,,,,,2.444450664567397,,,,,
1955-02-28,0.012473318712498127,0.000867428130145953,,,,,2.549175573842738,,,,,
1955-03-31,0.02314669035342032,0.006625402314229589,,,,,2.0749349438974147,,,,,
1955-04-30,0.012039455632553597,0.0017825864510712108,,,,,2.0572191387883962,,,,,
1955-05-31,0.01583363556202233,0.006834459905991963,,,,,1.9300599998575665,,,,,
1955-06-30,0.0013057969035763506,0.002964047889461696,,,,,2.0718584961486095,,,,,
1955-07-31,0.007813615660146045,0.0071505344363007595,,,,,2.483217926262467,,,,,
1955-08-31,-0.0012956270792270352,-0.00012077051603931466,,,,,2.1643029837430383,,,,,
